"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language"
"1303","4825","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1304","4826","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1305","4827","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1306","4828","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1307","4829","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1308","4830","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1309","4831","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1310","4832","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1311","4833","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1312","4834","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1313","4835","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1314","4836","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1315","4837","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1316","4838","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1317","4839","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1318","4840","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1319","4841","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1320","4842","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1321","4843","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1322","4844","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1323","4845","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1324","4846","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1325","4847","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1326","4848","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1327","4849","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1328","4850","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1329","4851","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1330","4852","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1331","4853","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1332","4854","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1333","4855","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1334","4856","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1335","4857","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1336","4858","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1337","4859","Global","Vegetables","OTRAS VEGETALES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1338","4860","Global","Dried Fruits","MANZANA EN REBANADAS","Fruta seca","Todos los tamaños","","","","","","Approved","","","Christina D'allarco","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1339","4861","Global","Dried Fruits","CHABACANO / MELOCOTON","Fruta seca","Todos los tamaños","","","","Prunus armeniaca","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1340","4862","Global","Dried Fruits","DATILES","Fruta seca","Todos los tamaños","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1341","4863","Global","Dried Fruits","DATILES","Asignado por la cadena","Todos los tamaños","","","","Phoenix dactylifera","","Approved","","","Vicki Bonvetti","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1342","4864","Global","Dried Fruits","PIÑAS","Fruta seca","Todos los tamaños","","","","Ananas comosus","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1343","4865","Global","Dried Fruits","CIRUELAS PASAS","Regular","Todos los tamaños","","","","Prunus domestica","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1344","4866","Global","Dried Fruits","CIRUELAS PASAS","Deshuesado","Todos los tamaños","","","","Prunus domestica","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1345","4867","Global","Dried Fruits","CIRUELAS PASAS","Asignado por la cadena","Todos los tamaños","","","","Prunus domestica","","Approved","","","Vicki Bonvetti","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1346","4868","Global","Dried Fruits","PASAS","Negro","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1347","4869","Global","Dried Fruits","PASAS","Dorado/Amarillo","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1348","4870","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1349","4871","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1350","4872","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1351","4873","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1352","4874","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1353","4875","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1354","4876","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1355","4877","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1356","4878","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1357","4879","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1358","4880","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1359","4881","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1360","4882","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1361","4883","Global","Dried Fruits","OTRAS FRUTAS SECAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1362","4884","Global","Herbs","ARUGULA/ROCKET","","Todos los tamaños","","","","Eruca versicara","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1363","4885","Global","Herbs","ALBAHACA","","Todos los tamaños","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1364","4886","Global","Herbs","ALBAHACA","Opalo","Todos los tamaños","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1365","4887","Global","Herbs","ALBAHACA","Dulce","Todos los tamaños","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1366","4888","Global","Herbs","CEBOLLINO","","Todos los tamaños","","","","Allium tuberosum","","Approved","","","Christina D'allarco","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1367","4889","Global","Herbs","CILANTRO","","Todos los tamaños","","","","Coriyrum sativum","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1368","4890","Global","Fruits","PERA","China Yali","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1369","4891","Global","Herbs","ENELDO","","Todos los tamaños","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1370","4892","Global","Herbs","ENELDO","Baby","Todos los tamaños","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1371","4893","Global","Herbs","ENELDO","En conserva","Todos los tamaños","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1372","4894","Global","Herbs","ZACATE LIMÓN","","Todos los tamaños","","","","Cymbopogon citratus","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1373","4895","Global","Herbs","MEJORANA","","Todos los tamaños","","","","Origanum spp","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1374","4896","Global","Herbs","MENTA","","Todos los tamaños","","","","Mentha spp","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1375","4897","Global","Herbs","OREGANO","","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1376","4898","Global","Herbs","PLANTA DE OSTRAS/SALSIFI","DIENTE DE LEON","Todos los tamaños","","","","Tragopogan porrifolius","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1377","4899","Global","Herbs","PEREJIL","Regular/Curly","Todos los tamaños","","","","Petroselinum crispum","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1378","4901","Global","Herbs","PEREJIL","Italian/Continental/French","Todos los tamaños","","","","Petroselinum crispum","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1379","4902","Global","Herbs","PEREJIL","Asignado por la cadena","Todos los tamaños","","","","Petroselinum crispum","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1380","4903","Global","Herbs","ROMERO","","Todos los tamaños","","","","Rosemarinus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1381","4904","Global","Herbs","SALVIA","","Todos los tamaños","","","","Salvia officinalis","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1382","4905","Global","Herbs","ALAZAN","Lengua de Vaca","Todos los tamaños","","","","Rumex spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1383","4906","Global","Herbs","ESTRAGON","","Todos los tamaños","","","","Artemisia dracunculus","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1384","4907","Global","Herbs","TOMILLO","","Todos los tamaños","","","","Thymus vulgaris","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1385","4908","Global","Herbs","VAINA DE VAINILLA","","Todos los tamaños","","","","Vanilla planifolia","","Approved","","","Christina D'allarco","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1386","4909","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1387","4910","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1388","4911","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1389","4912","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1390","4913","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1391","4914","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1392","4915","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1393","4916","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1394","4917","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1395","4918","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1396","4919","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1397","4920","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1398","4921","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1399","4922","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1400","4923","Global","Herbs","OTRAS HIERBAS","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1401","4924","Global","Nuts","ALMENDRAS","","Todos los tamaños","","","","Prunus dulcis","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1402","4925","Global","Nuts","ALMENDRAS","Asignado por la cadena","Todos los tamaños","","","","Prunus dulcis","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1403","4926","Global","Nuts","NUEZ DE BRASIL","","Todos los tamaños","","","","Berthollettia excelsa","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1404","4927","Global","Nuts","CASTAÑAS","","Todos los tamaños","","","","Castanea sativa","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1405","4928","Global","Nuts","AVELLANAS","Nuez / Avellana","Todos los tamaños","","","","Corylus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1406","4929","Global","Nuts","NUECES MIXTAS","","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1407","4930","Global","Nuts","CACAHUATES","","Todos los tamaños","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1408","4931","Global","Nuts","CACAHUATES","Crudo","Todos los tamaños","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1409","4932","Global","Nuts","CACAHUATES","Asado","Todos los tamaños","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1410","4933","Global","Nuts","CACAHUATES","Asado","Todos los tamaños","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1411","4934","Global","Nuts","CACAHUATES","Asignado por la cadena","Todos los tamaños","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1412","4935","Global","Nuts","CACAHUATES","Asignado por la cadena","Todos los tamaños","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1413","4936","Global","Nuts","NUEZ PECANA","","Todos los tamaños","","","","Carya illinoiensis","","Approved","","","Webmaster2015","2023-12-19 19:10:30","0000-00-00 00:00:00","","SP"
"1414","4937","Global","Nuts","NUEZ PECANA","Asignado por la cadena","Todos los tamaños","","","","Carya illinoiensis","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1415","4938","Global","Nuts","PIÑONES","","Todos los tamaños","","","","Pinus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1416","4939","Global","Nuts","PISTACHES","Natural","Todos los tamaños","","","","Pistacia vera","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1417","4940","Global","Nuts","PISTACHES","Rojo","Todos los tamaños","","","","Pistacia vera","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1418","4941","Global","Nuts","PISTACHES","Asignado por la cadena","Todos los tamaños","","","","Pistacia vera","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1419","4942","Global","Nuts","SEMILLAS DE GIRASOL","","Todos los tamaños","","","","Helianthus annus","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1420","4943","Global","Nuts","NUEZ DE CASTILLA","Regular","Todos los tamaños","","","","Juglans spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1421","4944","Global","Nuts","NUEZ DE CASTILLA","Negro","Todos los tamaños","","","","Juglans spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1422","4945","Global","Nuts","NUEZ DE CASTILLA","Blanco","Todos los tamaños","","","","Juglans spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1423","4946","Global","Nuts","NUEZ DE CASTILLA","Asignado por la cadena","Todos los tamaños","","","","Juglans spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1424","4947","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1425","4948","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1426","4949","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1427","4950","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Vicki Bonvetti","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1428","4951","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1429","4952","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1430","4953","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1431","4954","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1432","4955","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1433","4956","Global","Nuts","OTRAS NUECES","Asignado por la cadena","Todos los tamaños","","","","","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1434","4957","Global","Fruits","UVAS","Azul/Negro Con semillas","Todos los tamaños","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1435","4958","Global","Fruits","LIMON","","Mediano","140/165 size","Average Fruit Dimensions = 54mm - under 65mm","","Citrus limon","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1436","4959","Global","Fruits","MANGOS","Rojo","Grande","8 to 10 size","","","Mangifera indica","","Approved","","","Vicki Bonvetti","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1437","4960","Global","Fruits","PERA","Fragrant","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:10:31","0000-00-00 00:00:00","","SP"
"1438","4961","Global","Fruits","MANGOS","Amarillo","Grande","16 size and larger","","","Mangifera indica","","Approved","","","Webmaster2015","2024-02-07 18:08:34","0000-00-00 00:00:00","","SP"
"1447","3461","Global","Fruits","MANZANAS","Lady Williams","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:27","2023-12-19 19:10:27","","SP"
"1448","3462","Global","Herbs","CEBOLLINO","Ajo/Chino","Todos los tamaños","","","","Allium tuberosum","","Approved","","","Christina D'allarco","2023-12-19 19:10:27","2023-12-19 19:10:27","","SP"
"1453","3463","Global","Vegetables","AMARANTO","amaranto/callalou/espinaco china","Todos los tamaños","","","","","","Approved","","","Christina D'allarco","2023-12-19 19:10:27","2023-12-19 19:10:27","","SP"
"1449","3464","Global","Fruits","MANGOS","Calypso","Todos los tamaños","","","","Mangifera indica","","Approved","","","Christina D'allarco","2023-12-19 19:10:27","2023-12-19 19:10:27","","SP"
"1450","3465","Global","Vegetables","PIMIENTOS","Stripy Bell","Todos los tamaños","","","","Capsicum spp.","","Approved","","","Christina D'allarco","2023-12-19 19:10:27","2023-12-19 19:10:27","","SP"
"1451","3466","Global","Fruits","PERA","Cabo Rosado","Todos los tamaños","","","","Pyrus spp.","","Approved","","","Christina D'allarco","2023-12-19 19:10:27","2023-12-19 19:10:27","","SP"
"1452","3467","Global","Fruits","MANZANAS","Regal 13-82","Todos los tamaños","","","","Malus domestica","","Approved","","","Wendy Logan","2023-12-19 19:10:27","2023-12-19 19:10:27","","SP"
